LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","LASAI TECHNOLOGIES, LLC",4170 148th Ave NE,REDMOND,WA,98052,541511,Limited  Liability Company(LLC),,,,,10,4/13/2020,,
"e $150,000-350,000","LASER & SURGERY CENTER, LLC",345 College St SE,LACEY,WA,98503,621320,Limited  Liability Company(LLC),,,,,0,4/3/2020,,
"e $150,000-350,000",LASER CHILDCARE,3311 NE 60TH ST,SEATTLE,WA,98115,624410,Non-Profit Organization,,,,,32,4/30/2020,,
"e $150,000-350,000",LASER TECHNIQUES COMPANY LLC,11431 WILLOWS RD NE,REDMOND,WA,98052,334519,Corporation,,,,,18,4/13/2020,,
"e $150,000-350,000",LAST MILE SHIPPING CORPORATION,9726 NE 5TH ST,BELLEVUE,WA,98004,492210,Corporation,,,,,0,4/29/2020,,
"e $150,000-350,000",LASTECH LLC,14010 NE 3rd CT.,VANCOUVER,WA,98685,327211,Limited  Liability Company(LLC),,,,,23,5/10/2020,,
"e $150,000-350,000",LASTMILE LEADERS LLC,211 112TH AVE NE UNIT 403,BELLEVUE,WA,98004,492210,Limited  Liability Company(LLC),,,,,50,5/6/2020,,
"e $150,000-350,000","LATCHEL, INC.",714 N K ST,TACOMA,WA,98403,,Corporation,,,,,7,5/1/2020,,
"e $150,000-350,000",LATECOERE INTERNATIONAL INC,500 Yale Avenue N #167,SEATTLE,WA,98109,999990,Corporation,,,,,7,4/30/2020,,
"e $150,000-350,000",LATHROP WINBAUER HARREL SLOTHOWER & DENISON LLP,201 W 7th Ave,ELLENSBURG,WA,98926,541110,Partnership,,,,,15,4/8/2020,,
"e $150,000-350,000",LATITUDE RESTAURANTS BELLINGHAM INC,1801 ROEDER AVE STE 102,BELLINGHAM,WA,98225,722320,Subchapter S Corporation,,,,,21,5/1/2020,,
"e $150,000-350,000",LATITUDE RESTAURANTS INC. DBA THE LOFT,2485 NE William E Sutton Rd,BREMERTON,WA,98311,,Corporation,,,,,35,5/1/2020,,
"e $150,000-350,000",LAURA VANDYK DDS PLLC,1006 C FRYAR AVENUE,SUMNER,WA,98390,621210,Limited  Liability Company(LLC),,,,,14,4/28/2020,,
"e $150,000-350,000",LAUREL ACADEMY,12700 35TH AVE NE,SEATTLE,WA,98125,611699,Professional Association,,,,,18,5/3/2020,,
"e $150,000-350,000","LAUREL GRAPHICS & FABRICATION CO., INC.",22417 76TH AVE,KENT,WA,98032,323111,Corporation,,,,,10,4/11/2020,,
"e $150,000-350,000",LAURELCREST CAPITAL,12033 12th Ave NW,SEATTLE,WA,98177,314999,Corporation,,,,,11,4/10/2020,,
"e $150,000-350,000",LAURIANO C GARCIA,5608 SACRAMENTO DR,PASCO,WA,99301,,Sole Proprietorship,,,,,60,5/3/2020,,
"e $150,000-350,000",LAVID INDUSTRIES L.L.C.,"116 11th Ave E., Apt 303",SEATTLE,WA,98168,445120,Limited  Liability Company(LLC),,,,,31,4/15/2020,,
"e $150,000-350,000",LAVLE,15809 PRESTON PLACE,BURLINGTON,WA,98233,,Corporation,,,,,,5/3/2020,,
"e $150,000-350,000",LAW DAWGS INC,"1191 2ND AVE., Suite 1650",SEATTLE,WA,98101,541199,Corporation,,,,,25,4/28/2020,,
"e $150,000-350,000","LAW OFFICE OF BRADLEY CLAR JOHNSON, PC",1333 Stewart Street,SEATTLE,WA,98109,541110,Subchapter S Corporation,,,,,21,4/11/2020,,
"e $150,000-350,000","LAW OFFICE OF MATTHEW D. DUBIN, PLLC",520 Pike St #1425,SEATTLE,WA,98101,541110,Subchapter S Corporation,,,,,20,4/12/2020,,
"e $150,000-350,000","LAW OFFICES OF CAROL L. EDWARD AND ASSOCIATES, P.S.",500 Denny Way,SEATTLE,WA,98109,541110,Subchapter S Corporation,,,,,0,4/29/2020,,
"e $150,000-350,000",LAW OFFICES OF DAVID JAKEMAN PLLC,5101 West Clearwater Avenue,KENNEWICK,WA,99336,541110,Limited  Liability Company(LLC),,,,,25,4/29/2020,,
"e $150,000-350,000",LAW OFFICES OF LARRY A. LEHMEBECKER P.S.,"400 108th Ave. NE, Ste. 500",BELLEVUE,WA,98004,541110,Corporation,,,,,19,4/13/2020,,
"e $150,000-350,000","LAW OFFICES OF TRAVIS GAGNIER, INC., P.S.",33507 9th Ave S,FEDERAL WAY,WA,98003,541110,Corporation,,,,,7,4/11/2020,,
"e $150,000-350,000","LAW, LYMAN, DANIEL, KAMERRER & BOGDANOVICH, P.S.",2674 R W JOHNSON BLVD SW,TUMWATER,WA,98512,541110,Subchapter S Corporation,,,,,0,4/28/2020,,
"e $150,000-350,000",LAWRENCE CACCHIOTTI DDS PS,1111 S 40th Ave,YAKIMA,WA,98908,621210,Corporation,,,,,23,4/13/2020,,
"e $150,000-350,000","LAWRENCE OIL COMPANY, INC.",565 MAIN ST E,OTHELLO,WA,99344,424710,Subchapter S Corporation,,,,,24,5/3/2020,,
"e $150,000-350,000",LAWRENCE R LADOWSKI DDS PS,21806 103rd AVE CT E SUITE 201,GRAHAM,WA,98338,621210,Corporation,,,,,0,4/12/2020,,
"e $150,000-350,000","LAWRENCE VINEYARDS, LLC",13000 Rd D SW,ROYAL CITY,WA,99357,111332,Limited  Liability Company(LLC),,,,,76,4/13/2020,,
"e $150,000-350,000",LAWSON AND SONS LLC,284 ALTA VIA DR,CAMANO ISLAND,WA,98282,236115,Limited  Liability Company(LLC),,,,,21,5/3/2020,,
"e $150,000-350,000",LAWSON CONTRACTING LLC,3030 South Cedar St.,TACOMA,WA,98409,238990,Corporation,,,,,15,5/3/2020,,
"e $150,000-350,000","LAWTON PRINTING, INC",4111 E. Mission Ave,SPOKANE,WA,99202,323111,Corporation,,,,,0,4/7/2020,,
"e $150,000-350,000","LAXCO, INC.",18303 BOTHELL EVERETT HWY STE 140,BOTHELL,WA,98012,541712,Corporation,,,,,34,5/3/2020,,
"e $150,000-350,000",LAY COMERCIAL ROOFING LLC,10735 A street S D,TACOMA,WA,98444,238160,Limited  Liability Company(LLC),,,,,10,5/1/2020,,
"e $150,000-350,000",LAYMAN LUMBER COMPANY LLC,11160 Highway 12,NACHES,WA,98937,423310,Limited  Liability Company(LLC),,,,,,4/28/2020,,
"e $150,000-350,000",LC BREWING CORPORATION,117 S. 1st Street,LA CONNER,WA,98257,722410,Subchapter S Corporation,,,,,10,4/11/2020,,
"e $150,000-350,000","LC JERGENS PAINTING CO., INC",417 18TH AVE S,SEATTLE,WA,98144,111110,Corporation,,,,,0,4/28/2020,,
"e $150,000-350,000","LCM CUSTOM CABINETS, LLC",17404 147TH ST SE STE A,MONROE,WA,98272,423310,Limited  Liability Company(LLC),,,,,20,5/1/2020,,
"e $150,000-350,000",LCR CONSTRUCTION L.L.C,2524 ROBERTSON DR,RICHLAND,WA,99354,236115,Limited  Liability Company(LLC),,,,,0,4/8/2020,,
"e $150,000-350,000",LCVISTA INC,14000 Northwood Pl NW,SEATTLE,WA,98177,511210,Corporation,,,,,0,4/8/2020,,
"e $150,000-350,000",LDB BEVERAGE COMPANY,30 SE CASCADE AVE,STEVENSON,WA,98648,312120,Corporation,,,,,40,4/14/2020,,
"e $150,000-350,000","LE PANIER, INC.",1902 PIKE PL,SEATTLE,WA,98101,445291,Corporation,,,,,39,4/14/2020,,
"e $150,000-350,000",LE PICHET LLC,1933 1ST AVE,SEATTLE,WA,98101,722511,Limited  Liability Company(LLC),,,,,27,5/3/2020,,
"e $150,000-350,000",LEADERSHIP INC.,2225 Riverside Drive,MOUNT VERNON,WA,98273,713940,Corporation,,,,,23,4/6/2020,,
"e $150,000-350,000","LEADING RETIREMENT SOLUTIONS, LLC",221 1st Ave W,SEATTLE,WA,98119,541219,Limited  Liability Company(LLC),,,,,19,4/11/2020,,
"e $150,000-350,000",LEAFLESS IN SEATTLE INC,19713 92ND AVE S,KENT,WA,98031,453998,Corporation,,,,,14,4/30/2020,,
"e $150,000-350,000","LEAHY, PS",901 5TH AVE,SEATTLE,WA,98164,541110,Subchapter S Corporation,,,,,7,6/18/2020,,
"e $150,000-350,000",LEAK SEAL ROOFING INC,2518 Northeast 252nd Avenue,CAMAS,WA,98607,236115,Subchapter S Corporation,,,,,,5/21/2020,,
"e $150,000-350,000","LEAK TEK, INC",8106 Bracken Place SE,SNOQUALMIE,WA,98065,238990,Corporation,,,,,0,4/29/2020,,
"e $150,000-350,000",LEAP AHEAD CHILD DEVELOPMENT CENTER,641 N KEYS RD,YAKIMA,WA,98901,624410,Sole Proprietorship,,,,,0,5/29/2020,,
"e $150,000-350,000",LEAPS FORWARD LLC,14012 163RD PL SE,RENTON,WA,98059,621610,Limited  Liability Company(LLC),,,,,26,4/15/2020,,
"e $150,000-350,000","LEARNING ADVENTURES, INC.",3111 se 192ND AVE,VANCOUVER,WA,98683,624410,Corporation,,,,,0,4/15/2020,,
"e $150,000-350,000","LEATHERCARE, INC.",901 Elliott Ave W,SEATTLE,WA,98119,316998,Corporation,,,,,30,4/28/2020,,
"e $150,000-350,000",LEATHERNECK FARMS LLC,3420 Harrison Rd.,SUNNYSIDE,WA,98944,311411,Limited  Liability Company(LLC),,,,,0,4/13/2020,,
"e $150,000-350,000","LEAVENWORTH ELECTRIC AND EXCAVATION, INC",15353 Hwy 2,LEAVENWORTH,WA,98826,238210,Corporation,,,,,13,4/27/2020,,
"e $150,000-350,000",LEAVITT CRANES USA INC.,3610 Cedardale Road Suite D,MOUNT VERNON,WA,98274,238910,Corporation,,,,,,4/28/2020,,
"e $150,000-350,000",LEAVY SCHULTZ DAVIS,2415 FALLS AVE,KENNEWICK,WA,99336,541110,Professional Association,,,,,13,4/7/2020,,
"e $150,000-350,000",LEB INC,322 E HERON ST,ABERDEEN,WA,98520,722511,Corporation,,,,,0,4/27/2020,,
"e $150,000-350,000","LEBEAU DENTAL LABOTORY, INC",1201 MONSTER RD SW #410,RENTON,WA,98057,339116,Corporation,,,,,12,4/29/2020,,
"e $150,000-350,000",LEC CONTRACTORS LLC,1313 Bonneville Ave.,SNOHOMISH,WA,98290,238310,Limited  Liability Company(LLC),,,,,30,4/15/2020,,
"e $150,000-350,000","LECUYER AMATO, PLLC",1101 Madison St. Suite 1230,SEATTLE,WA,98104,621210,Corporation,,,,,,5/1/2020,,
"e $150,000-350,000","LEDG MANAGEMENT, LLC",1200 5th Avenue,SEATTLE,WA,98101,531110,Limited  Liability Company(LLC),,,,,10,4/11/2020,,
"e $150,000-350,000","LEDGER SQUARE LAW, P.S.",710 Market St,TACOMA,WA,98402,541110,Corporation,,,,,12,4/30/2020,,
"e $150,000-350,000","LEE & VAN MIEGHEM, DDS, PLLC",19718 68TH AVE W,LYNNWOOD,WA,98036,621210,Limited Liability Partnership,,,,,15,4/27/2020,,
"e $150,000-350,000","LEE BOWE COMPANY, INC.",2836A SW ADAMS ST,SEATTLE,WA,98126,484121,Corporation,,,,,12,4/7/2020,,
"e $150,000-350,000",LEE NAILS & TAN LLC,14300 NE 20TH AVE STE 202B,VANCOUVER,WA,98686,561990,Limited  Liability Company(LLC),,,,,29,4/14/2020,,
"e $150,000-350,000","LEFT COAST ENTERPRISES, INC",200 EAST CHESTNUT ST,BELLINGHAM,WA,98225,722511,Corporation,,,,,28,4/6/2020,,
"e $150,000-350,000","LEGACY RENOVATION PRODUCTS & SERVICES, INC",3001 S Steele St,TACOMA,WA,98409,236118,Subchapter S Corporation,,,,,0,4/14/2020,,
"e $150,000-350,000",LEGAL COUNSEL FOR YOUTH AND CHILDREN,4919 52nd Ave S,SEATTLE,WA,98118,541110,Non-Profit Organization,,,,,13,4/27/2020,,
"e $150,000-350,000",LEGAL FOUNDATION OF WASHINGTON,1325 Fourth Avenue Ste 1335,SEATTLE,WA,98101,813211,Limited  Liability Company(LLC),,,,,10,6/11/2020,,
"e $150,000-350,000",LEGAL VOICE,907 Pine St #500,SEATTLE,WA,98101,541199,Corporation,,,,,15,4/10/2020,,
"e $150,000-350,000",LEGALPAD INC.,113 Cherry Street Num 47318,SEATTLE,WA,98104,541612,Corporation,,,,,36,4/27/2020,,
"e $150,000-350,000",LEGENDARY DOUGHNUTS INC,1402 LAKE TAPPS PKWY SE # 104,AUBURN,WA,98092,445291,Corporation,,,,,59,5/3/2020,,
"e $150,000-350,000",LEGGARI PRODUCTS,2451 W 49TH AVE,KENNEWICK,WA,99337,337110,Partnership,,,,,12,4/7/2020,,
"e $150,000-350,000",LEINAD RESOURCES INC.,220 W Yakima,YAKIMA,WA,98902,523130,Subchapter S Corporation,,,,,23,4/28/2020,,
"e $150,000-350,000",LEKKER LLC,201 1st,LANGLEY,WA,98260,722511,Limited  Liability Company(LLC),,,,,36,4/14/2020,,
"e $150,000-350,000",LELAND TRAILER AND EQUIPMENT CO  INC,616 N Lake Road,SPOKANE,WA,99212,811198,Subchapter S Corporation,,,,,13,4/15/2020,,
"e $150,000-350,000",LELANDIA INC,425 NW Poplar,PULLMAN,WA,99163,561730,Corporation,,,,,0,4/28/2020,,
"e $150,000-350,000",LEMONGRASS RESTAURANT AND LOUNGE LLC,8125 QUINAULT DR NE,LACEY,WA,98516,722410,Corporation,,,,,0,4/3/2020,,
"e $150,000-350,000",LEONARD EVANS CARS INC,1424 N WENATCHEE AVE,WENATCHEE,WA,98801,441120,Corporation,,,,,27,6/17/2020,,
"e $150,000-350,000",LEOPONA INC,3518 FREMONT AVE N #400,SEATTLE,WA,98103,541990,Corporation,,,,,0,4/28/2020,,
"e $150,000-350,000","LES COLLINES, LLC",4137 HOOD RD,WALLA WALLA,WA,99362,111332,Limited  Liability Company(LLC),,,,,21,4/27/2020,,
"e $150,000-350,000",LESCHI FOOD MART INC,103 LAKESIDE AVE,SEATTLE,WA,98122,445110,Corporation,,,,,42,5/3/2020,,
"e $150,000-350,000",LESKOVAR LINCOLN-MERCURY INC.,3020 W Clearwater Ave,KENNEWICK,WA,99336,441110,Corporation,,,,,,4/11/2020,,
"e $150,000-350,000","LESOURD & PATTEN, P.S.",20 Sixth Ave NE,ISSAQUAH,WA,98027,541110,Corporation,,,,,8,4/28/2020,,
"e $150,000-350,000","LESS BITS, INC.",PO Box 66,BELLINGHAM,WA,98225,511210,Corporation,,,,,9,4/28/2020,,
"e $150,000-350,000",LET'S WORK TOGETHER LLC,3421 Kitsap Way Suite B,BREMERTON,WA,98312,611430,Limited  Liability Company(LLC),,,,,30,4/28/2020,,
"e $150,000-350,000","LETHER & ASSOCIATES, PLLC",1848 WESTLAKE AVE N Suite 100,SEATTLE,WA,98109,541110,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
"e $150,000-350,000",LEV FOUNDATION,2734 WESTLAKE AVE,SEATTLE,WA,98109,813219,Non-Profit Organization,,,,,9,4/29/2020,,
"e $150,000-350,000",LEVEL CAPITAL LLC,11250 Kirkland Way Ste 100,KIRKLAND,WA,98033,522292,Limited  Liability Company(LLC),,,,,22,4/14/2020,,
"e $150,000-350,000",LEVI'S EXPEDITION LLC,16502 Northeast 38th Street,VANCOUVER,WA,98682,484110,Limited  Liability Company(LLC),,,,,,5/5/2020,,
"e $150,000-350,000",LEVY VON BECK COMSTOCK PS,1200 Fifth Ave Suite 1850,SEATTLE,WA,98101,453998,Sole Proprietorship,,,,,10,4/14/2020,,
"e $150,000-350,000","LEWIS COUNTY EYE & VISION, INC. P.S.",1179 S Market Blvd,CHEHALIS,WA,98532,621320,Corporation,,,,,16,4/4/2020,,
"e $150,000-350,000",LEWIS COUNTY TITLE CO.,625 S ADAMS AVE,CHEHALIS,WA,98532,524298,Subchapter S Corporation,,,,,0,4/30/2020,,
"e $150,000-350,000",LEWIS PUBLISHING COMPANY,113 6TH STREET,LYNDEN,WA,98264,323111,Corporation,,,,,31,4/27/2020,,
"e $150,000-350,000","LEWISTON ROYAL PLAZA RETIREMENT, LLC",4601 NE 77TH AVE Ste 300,VANCOUVER,WA,98662,623312,Limited  Liability Company(LLC),,,,,55,4/30/2020,,
"e $150,000-350,000",LEXAR INC.,1536 N 115TH ST Suite 100,SEATTLE,WA,98133,446110,Subchapter S Corporation,,,,,16,4/10/2020,,
"e $150,000-350,000","LEXBLOG, INC.",107 Spring Street,SEATTLE,WA,98104,519190,Corporation,,,,,16,4/7/2020,,
"e $150,000-350,000",LEXMAR HOSPITALITY II LLC,600 STATION DRIVE,DUPONT,WA,98327,721110,Limited  Liability Company(LLC),,,,,13,4/14/2020,,
"e $150,000-350,000",LEXMAR HOSPITALITY LLC,800 STATION DR,DUPONT,WA,98327,721110,Corporation,,,,,0,4/9/2020,,
"e $150,000-350,000","LFS, INC. OF WASH.",11 Spokane St Ste 206,WENATCHEE,WA,98801,722513,Corporation,,,,,47,4/8/2020,,
"e $150,000-350,000","LGPAM, LLC DBA A CHILD'S JOURNEY SCHOOL",11711 124TH AVE NE,KIRKLAND,WA,98034,624410,Limited  Liability Company(LLC),,,,,22,5/1/2020,,
"e $150,000-350,000",LH STAR INV CO,2020 N ARGONNE RD,SPOKANE VALLEY,WA,99212,721110,Corporation,,,,,15,4/15/2020,,
"e $150,000-350,000",LI'S SPA LLC,13200 OLD REDMOND RD STE 130,REDMOND,WA,98052,812199,Corporation,,,,,10,4/30/2020,,
"e $150,000-350,000","LIANGA-PACIFIC, INC.",2120 PORT OF TACOMA RD,TACOMA,WA,98421,321918,Corporation,,,,,18,6/29/2020,,
"e $150,000-350,000","LIBERTY BUSINESS FORMS, INC.",3230 East Main Ave.,SPOKANE,WA,99202,323111,Corporation,,,,,30,4/11/2020,,
"e $150,000-350,000",LIBERTY DOOR & WINDOW LLC,11006 Northeast 37th Circle,VANCOUVER,WA,98682,423990,Limited  Liability Company(LLC),,,,,,4/30/2020,,
"e $150,000-350,000","LIBERTY LAKE FAMILY DENTISTRY, PLLC",1328 N STANFORD LN SUITE 100,LIBERTY LAKE,WA,99019,621210,Corporation,,,,,0,4/6/2020,,
"e $150,000-350,000","LIBERTY ORCHARDS CO., INC.",117 Mission Ave,CASHMERE,WA,98815,311340,Subchapter S Corporation,,,,,25,4/28/2020,,
"e $150,000-350,000","LIBERTY WORKS, LLC",2900 SUTHERLAND DR,UNION GAP,WA,98903,332322,Corporation,,,,,30,5/3/2020,,
"e $150,000-350,000",LIBKE INSURANCE ASSOCIATES INC,600 N CHELAN AVE,WENATCHEE,WA,98801,524210,Corporation,,,,,0,4/27/2020,,
"e $150,000-350,000",LICE KNOWING  YOU INC.,4605 88th Ave SE,MERCER ISLAND,WA,98040,561710,Corporation,,,,,23,4/14/2020,,
"e $150,000-350,000",LICEA BIN ASSEMBLING INC.,5202 NORMAN RD,YAKIMA,WA,98901,311999,Corporation,,,,,10,5/3/2020,,
"e $150,000-350,000",LIFE LONG LEARNERS INCORPORATED,4200 228TH AVE NE,REDMOND,WA,98053,611699,Corporation,,,,,36,4/16/2020,,
"e $150,000-350,000",LIFE POINT LAW P.S.,31919 6th Ave S STE A100,FEDERAL WAY,WA,98003,541110,Subchapter S Corporation,,,,,19,4/14/2020,,
"e $150,000-350,000","LIFEQUEST HEALTH SYSTEMS, LLC",4215 Convention Place,PASCO,WA,99301,713940,Limited  Liability Company(LLC),,,,,92,4/13/2020,,
"e $150,000-350,000",LIFETIME ADVOCACY PLUS,19203 36th Ave W Ste 101,LYNNWOOD,WA,98036,624190,Non-Profit Organization,,,,,17,4/30/2020,,
"e $150,000-350,000","LIFFFT, INC.",1037 NE 65Th Street 360,SEATTLE,WA,98115,541511,Limited Liability Partnership,,,,,,4/29/2020,,
"e $150,000-350,000","LIGADATA, INC.",15405 SE 37th St Ste 100,BELLEVUE,WA,98006,511210,Corporation,,,,,7,4/16/2020,,
"e $150,000-350,000",LIGHTHOUSE FARMS LLC,6800 Emerald Rd,SUNNYSIDE,WA,98944,111336,Limited  Liability Company(LLC),,,,,204,4/12/2020,,
"e $150,000-350,000","LIGHTHOUSE MEMORY CARE, LLC",201 NE Park  Plaza DR Ste 105,VANCOUVER,WA,98684,623312,Limited  Liability Company(LLC),,,,,,4/28/2020,,
"e $150,000-350,000",LIGHTHOUSE MISSION MINISTRIES,910 W Holly St,BELLINGHAM,WA,98225,813110,Non-Profit Organization,,,,,45,4/12/2020,,
"e $150,000-350,000",LIGHTHOUSE ROASTERS INC.,400 N  43RD ST,SEATTLE,WA,98103,311920,Corporation,,,,,12,4/28/2020,,
"e $150,000-350,000","LIGHTHOUSE UNIFORMS, INC.",1532 15th Ave W,SEATTLE,WA,98119,315210,Corporation,,,,,16,4/15/2020,,
"e $150,000-350,000",LIL PEOPLES WORLD INC,10117 NE 64TH ST,KIRKLAND,WA,98033,624410,Corporation,,,,,44,5/3/2020,,
"e $150,000-350,000","LIL PEOPLES WORLD SEATTLE, LLC",10117 NE 64th ST Kirkland WA,KIRKLAND,WA,98033,611699,Limited  Liability Company(LLC),,,,,40,4/29/2020,,
"e $150,000-350,000",LIL WOODY'S LLC,1122 E PIKE ST #807,SEATTLE,WA,98122,722511,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
"e $150,000-350,000","LILLIE RICE CENTER,  A NON-PROFIT CORPORATION",2616 E Isaacs Avenue,WALLA WALLA,WA,99362,624310,Non-Profit Organization,,,,,54,4/9/2020,,
"e $150,000-350,000",LIMBACK LUMBER CO INC,2600 NW Market St,SEATTLE,WA,98101,423310,Corporation,,,,,,4/29/2020,,
"e $150,000-350,000",LIMELIGHT INVESTMENTS,3055 112th Ave. NE Suite 203,BELLEVUE,WA,98004,561311,Corporation,,,,,6,4/10/2020,,
"e $150,000-350,000","LIMELYTE TECHNOLOGY GROUP, INC.",28 w  3RD AVE ste100,SPOKANE,WA,99201,541511,Corporation,,,,,13,4/7/2020,,
"e $150,000-350,000",LIMO MANAGEMENT CORPORATION,620 Valley Mall Parkway,EAST WENATCHEE,WA,98802,722511,Corporation,,,,,22,4/9/2020,,
"e $150,000-350,000","LINCOLN HEIGHTS VETERINARY CLINIC , INC. PS",2829 E 27TH AVE,SPOKANE,WA,99223,541940,Corporation,,,,,19,6/2/2020,,
"e $150,000-350,000","LINCOLN INDUSTRIAL CORPORATION, INC.",4130 Tumwater Truck Route,PORT ANGELES,WA,98363,484110,Corporation,,,,,,4/13/2020,,
"e $150,000-350,000","LINCOLN MOVING & STORAGE COMPANY, INC.",8420 S 190th,KENT,WA,98031,484210,Corporation,,,,,98,6/30/2020,,
"e $150,000-350,000",LINDA JO GROMKO,200 MERCER ST W,SEATTLE,WA,98119,621111,Sole Proprietorship,,,,,17,5/3/2020,,
"e $150,000-350,000","LINDA'S TAVERN, INC.",707 E Pine St,SEATTLE,WA,98122,722513,Subchapter S Corporation,,,,,31,4/13/2020,,
"e $150,000-350,000","LINDBERG PIPE & GRADE, INC.",7319 NE 37TH AVE,VANCOUVER,WA,98665,238910,Corporation,,,,,23,4/28/2020,,
"e $150,000-350,000",LINDELL YACHTS INC.,819 SMITH RD,CAMANO ISLAND,WA,98282,441222,Corporation,,,,,,4/14/2020,,
"e $150,000-350,000","LINDEMAN, LLC",1807 FRANCIS AVE,SPOKANE,WA,99208,999990,Limited  Liability Company(LLC),,,,,,4/9/2020,,
"e $150,000-350,000","LINDQUIST ENTERPRISES, INC.",1402 S Meridian,PUYALLUP,WA,98371,722511,Corporation,,,,,40,4/13/2020,,
"e $150,000-350,000",LINDSAY A BARRY DDS PLLC,12911 120TH AVE NE #E10,KIRKLAND,WA,98034,621210,Subchapter S Corporation,,,,,0,4/30/2020,,
"e $150,000-350,000",LINK DESIGN GROUP LLC,439 KIRKLAND WAY,KIRKLAND,WA,98033,541310,Limited  Liability Company(LLC),,,,,14,4/30/2020,,
"e $150,000-350,000",LINKSBRIDGE SPC,808  5TH AVE N,SEATTLE,WA,98109,541618,Corporation,,,,,15,4/8/2020,,
"e $150,000-350,000",LISA BARFIELD PLLC,800 Ericksen Avenue,BAINBRIDGE ISLAND,WA,98110,541940,Limited  Liability Company(LLC),,,,,40,5/4/2020,,
"e $150,000-350,000",LISA L BUTTARO DDS PLLC,6106 20TH ST E,FIFE,WA,98424,621210,Limited  Liability Company(LLC),,,,,,4/29/2020,,
"e $150,000-350,000",LISA PARK DDS & SIMONE KIM DDS PLLC,3601 FREMONT AVEN STE 400,SEATTLE,WA,98103,621210,Limited  Liability Company(LLC),,,,,,4/28/2020,,
"e $150,000-350,000","LITERACY SOURCE, A COMMUNITY LEARNING CENTER",3200 NE 125th St Ste 2,SEATTLE,WA,98125,611710,Non-Profit Organization,,,,,21,4/28/2020,,
"e $150,000-350,000",LITTLE BIT THERAPEUTIC RIDING CENTER,18675 NE 106TH ST,REDMOND,WA,98052,711219,Non-Profit Organization,,,,,0,4/9/2020,,
"e $150,000-350,000","LITTLE BROWN SMOKE SHACK, INC.",3201 Goodman Rd,YAKIMA,WA,98903,453991,Corporation,,,,,,4/28/2020,,
"e $150,000-350,000",LITTLE LEARNER CHILD DEVELOPMENT CENTER INC.,15321 E. Mission,SPOKANE,WA,99037,624410,Subchapter S Corporation,,,,,103,4/28/2020,,
"e $150,000-350,000",LITTLE PENNY ENTERPRISES,8801 Roosevelt Way Northeast,SEATTLE,WA,98115,561312,Corporation,,,,,35,4/13/2020,,
"e $150,000-350,000",LITTLE RAE'S BAKERY INC,309 S CLOVERDALE ST,SEATTLE,WA,98108,311812,Corporation,,,,,32,4/6/2020,,
"e $150,000-350,000",LITTLE SKOOKUM SHELLFISH GROWERS INC,2262 SE Lynch Rd,SHELTON,WA,98584,424460,Subchapter S Corporation,,,,,0,4/30/2020,,
"e $150,000-350,000",LITTLE STAR SCHOOL - MONTESSORI,PO Box 608,WINTHROP,WA,98862,611110,Non-Profit Organization,,,,,40,4/6/2020,,
"e $150,000-350,000","LITTLE WATER CANTINA, LLC",2865 Eastlake Ave E,SEATTLE,WA,98102,722511,Limited  Liability Company(LLC),,,,,14,4/27/2020,,
"e $150,000-350,000","LITTLEROCK FAMILY MEDICINE, PS",6981 LITTLEROCK RD SW,TUMWATER,WA,98512,621111,Subchapter S Corporation,,,,,0,6/8/2020,,
"e $150,000-350,000",LIUYISHOU HOT POT BELLEVUE LLC,1644 140th Ave NE 0.0,BELLEVUE,WA,98005,722511,Limited  Liability Company(LLC),,,,,28,4/14/2020,,
"e $150,000-350,000",LIVING  FAITH FELLOWSHIP,1035 S Grand Ave,PULLMAN,WA,99163,624410,Non-Profit Organization,,,,,55,4/15/2020,,
"e $150,000-350,000",LIVING HOPE COMMUNITY CHURCH OF VANCOUVER WASHINGTON,2711 NE Andresen Rd,VANCOUVER,WA,98661,813110,Non-Profit Organization,,,,,30,4/12/2020,,
"e $150,000-350,000",LIVING WATER LAWN AND TREE CARE INC,8227 N REGAL ST,SPOKANE,WA,99217,561730,Corporation,,,,,0,4/15/2020,,
"e $150,000-350,000","LIVING WATERS LAWN AND LANDSCAPE, INC",2510 13th Street,CLARKSTON,WA,99403,561730,Corporation,,,,,0,5/6/2020,,
"e $150,000-350,000","LIZA MATHIAS, DDS, PLLC",642 HARRISON ST,PORT TOWNSEND,WA,98368,621210,Limited  Liability Company(LLC),,,,,17,4/30/2020,,
"e $150,000-350,000",LIZARD WATERPROOFING AND DECK COATINGS LLC,27723 168th Ave SE,COVINGTON,WA,98042,238990,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
"e $150,000-350,000","LJKK OLDE EUROPE, LLC",7640 N. DIVISION ST,SPOKANE,WA,99208,722511,Limited  Liability Company(LLC),,,,,44,4/3/2020,,
"e $150,000-350,000",LKE CORPORATION,1622 Ryan Tavelli Road,WASHOUGAL,WA,98671,238910,Subchapter S Corporation,,,,,7,5/1/2020,,
"e $150,000-350,000","LKJ PIZZA, LLC",845 NE Monroe St,PULLMAN,WA,99163,722513,Subchapter S Corporation,,,,,45,4/13/2020,,
